Username,Comment
@arwick7715,Not your type ki janta hajiri dedo
@Riteshsingh-qv1tv,You have reached a good height. Congratulations not your type seeing you since 70k subscribers
@Vaibhavfreefirex2,"NOT YOUR TYPE IS NOT A NAME😮IT'S AN EMOTION FOR MILLIONS OF PEOPLE😍🤗
NOT YOUR TYPE LOVERS
👇👇👇👇"
@litrajdip2020,Rip zotato driver tarun 😹😹
@kiahankathat3334,Not your type X Netflix 😮
@tera_ravan7775,Not your type 😂😂😂😂 love you bro
@jessicapoona4452,❤😂😂❤❤
@arbaazshaikh6724,duddeee notyourtype i am soo happy for you my my this collab
@RGCineVerse,Me kitne dino se not your type ki video ka intezar kar raha tha
@GwRawatPahadi-ds4gi,Not your type ❤
@cenzopk690,why he used the sound of gta san and minecraft at locker ?
@SidhuLifeStyle2,Not your type is your type
@dipanjanacharya7317,Rock bro
@gauravbhardwaj7014,Awsome content bhai awsome content 🔥🔥 eske achii payment lena Netflix se bahut zor dar video the and even script bhi kafi Sahi thie bhai ❤️❤️great work !!
@Subhash6425,I love your videos @notyourtype
@OmBirajdar,NYT x Netflix 🔥
@Subhash6425,Nyt your god 🙏
@cyb_here,Processor 😂😂😂😂😂😂😂😂😂😂😂😂
@kunalborage6612,2:03 bombay nahi Mumbai 🚩
@Zoro_0-n6b,1:03 pankaj aur pankaj ka baap kapde  kab badlne gaye😂😂😂
@PokemonWorld2,🤡 NOT YOUR TYPE
@yashkushwaha3982,❤ not your type lover
@dawasuniqueworld2388,"Not your type totally Deserves this !!!! Let's Go For million likes for his hardwork ❤️ Animation is not easy as we thought...First thinking of Script , characters and more 💚 I believe that his Animation is not the best But the script is fully Our type and relatable 👏🏻 The opposite of his channel's name ✨✨✨"
@nishantjasani217,This is literally so funny hahahahahaha
@PositivelyChargedElectron,Feels like personal success to see Not Your Type collab with Netflix!
@PankajBanshiwal,"अरे भाई मुझे चोर बना दिया ठीक है, फैमिली को ही चोर बना दिया😂😂😂"
@Naturalshort,Not your type 💀♥❤🥰
@princeYadavanshi000,Pols agi pols 🚨🚨🚨
@wedj8184,Thankyou for name of himachal
@TanmayBiswasmusic,"Everyone saying not you rtype and netflix Collab  
But me thinking the gun sound is of GTA San Andreas pistol Sound😅😂❤"
@ItzPerfecT69,Lets go boiii🔥🔥 Netflix tak poch Gaye bhaii🔥🔥
@Mohit.pandey0,Wah Bhai sidha Netflix congratulations bro🎉
@animatoreditormrityunjay,i am waiting for part 2
@yugshobhawt2424,This is the Collab we never asked but we deserved.
@animatoreditormrityunjay,Please upload part 2
@chhavitonk,Not your type for the win
@Pulse_Nova,Not Your Type.... congrats ❤
@OTAKUHAWK,Finally Chattisgarh ka nam liye😮
@ironman4505,We want series on it 🙂🙂
@arunmayekar8390,Better than money heist
@cyb_here,"Proud of you bro,
You are beyond imagination - Kudos to Netflix ❤"
@ayanafrin4563,Not your bahut din baad dekhe ho yaar kaha gae the
@Sarkar13354,"Wow, impressive 👏🏻"
@FIREGAMING-wd9rq,𝙄 𝙡𝙤𝙫𝙚 𝙣𝙤𝙩 𝙮𝙤𝙪𝙧 𝙩𝙮𝙥𝙚 𝙫𝙞𝙙𝙚𝙤𝙨
@Edid_topic.,"today my brithday 30/3
Wish me....❤🎉"
@navndeep8495,Not your type 😎❤
@Prash27,Not funny
@editorsuja,Bohot din baad apka video dekh ke mood fresh ho jata he ❤❤
@DJSK645,Chhatisgarh  😒😒
@gurmaan8055,Professor become processor😅
@Movi831,Bhai fadu climax😅😅
@akarsheetbebarta9447,"Bhai katara thaa bhaii 
Absolutely loved it"
@bangali004,😂😂😂
@executerff4332,Not your type ❤
@atkishchaudhary3354,😂😂😂
@memesworld6t9,LOVE FROM CHHATTISGARH ❤. 😂
@atkishchaudhary3354,Episode 2
@rlpgaming0007,Chattisgarh
@gautamdaiya1513,😂😂😂😂
@ksgaming3.0,😂😂😂😂😂
@TechnowithPK,Best twist stpry
@tejindersinghharike327,3:44 .... areh ruk na shemde 😂😂😂
@introvertsky,Password - 101😅
@onlyarsh5609,great job man tanks for this creativity.
@bteggamerz5552,Love from Not your type
@ayeharsh,Proud ❤️
@nileshkori7827,Tabhi toh pankaj ko ?
@Strange_00,Yes not your type on Netflix india 🔥🔥
@prgamimg7798,My friend name is pankaj
@manishalakhe,netflix india ki akal ghaas charne gayi thee lagta hai...
@Biology-z3v,❤️❤️❤️❤️❤️❤️❤️epic bhai
@fl4me.mp4,NYT  on peak
@The_KID-T800,Love from chhattisgarh ❤
@resttime33,Beautiful ❤️‍🔥 money Heists episodes
@hitenwagh8880,Congratulations not your type for netflix
@Richarao456,😂😂😂😂😂
@shubhamkumar-fh3rt,😂😂😂😂
@rajannishad987,Very good
@amitsarker3303,Omg not your type on Netflix boo...he deserves it love you brother ❤❤❤❤❤❤❤❤❤
@Jaiprakash-3526,This is the Collab we never asked but we deserved.
@aap_jeet_gaya_ho,Love from chhattisgarh ❤😂
@jr_7341,Last Interval twist 🪢 OP😮😅
@pankajmehra1974,😒😒😒
@mrX90090,Netflix walo bohot sahi bande ke sath collab kiya hai yaar aaplogo ne 😅
@AKM_HG99,Love to not your type craziest video ever on money hiest🥳
@Dream_Boy_Games,I love you ❤️ not your type
@factflow84,bhai ek number
@rekhawaikar1002,Chupna shemde 😂😂😂😂
@Pramiti_Choudhury,3:38 In India ..we don't have these types of police cars😂😂😂
@Dla147-4,Content bolte
@jaynamdev7731,Love from Chhattisgarh ❤️❤️
@abhimittal6141,Aakhir ek jeb katre ko kitna hi paisa dedo rhega to vo ek jeb katrra hiii
@Life___survivor,Nice story
@Jai_77K,Nyt ka kaam is so good
@aashubhandhari,Amazing Twist 😂😂
@oxi.03,Yoo 🤘
@kattagroupak,What a script bro 😂
@HG_LEADER,Not your type 💗💗💗💗
@storywithshanu-09,unexpected collaboration ❣️
@sangeetha8203,Not your type love you and so much proud of you 💜💜💜🤗🤗
@minebu..,Prosser 🤣
@homeofheroes8428,Huge W for not your type 💥
@ds.y1393,Chhattisgarh chori krne jayega😄
@dushyantYdv121,Ab money heist dekhne ki jarurat nahin... Itni acchi comedy ho gai😂😂
@trentopic,Not your type never disappoint make funny video😂😂😂😊😊❤️😘
@yashwantredwin670,Mere dost ka naam bhi pankaj hai 😂😂😂
@sanjaykandir9669,😂😂😂😂😂😂😂😂😅😅😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣haaaahaaaaahaaaahaaaaahaaaaaa mja aa   gya
@beginnerartist,That's call perfect comedy 🤣 👌 we'll done not your type  keep it up
@vinayakpawar2965,Not your type😍
@PlusTechz,Nyt Fans Joined The Çhat
@novaworld6528,Nyt on Netflix❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
@deadsoulyt4010,"NYT FANS ATTENDANCE 
👇"
@sonuverma705,Love Chattisgarh
@adrenalineedits1949,❤❤❤❤❤love notyourtype type
@legendgaming3496,Opppppppppppp 😮 op
@clasherbunny1246,😂😂not your type ❤️
@HarryPotter-267,Not your type now it's time for collab with Wednesday
@user-officialMocolized,You are so cute 🥰🥰
@Aqua_AI.,Please make teen titans and ben ten   alien force (mixed)🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
@thamidibneall5569,money hiest ko nanga kar diya 💀💀
@MRG_Verse,Not your type is op
@rajputyashpal2037,Sniper sadk pe leta aaa 😊😮😅😅😅😅
@vivekyadav_0011,My chhatisgarh se hu 😂😂😂😅
@rajputyashpal2037,Proud  off you Himachal  bro 😅😅😅
@Mithilesh_Kanade007,3:16 Bank manager 🤣🤣👌👌🤣🤣
@Mr.mavenic,Money Hiest is nothing compared to this
@acousticsahil845,"Lietrally yrr @notyourtype tumhe bollywoof me cjale jana chahiye , q k logo k scrip likhtr nhi aate ,          Tum jo bhe  script likonge wo hit hoge"
@yaserhammad2765,Mujhe bhi bda hokar processor banna hai
@acousticsahil845,Congratulations for collabration on Netflix ❤
@tejas85687,3:20 🤣🤣🤣🤣🤣🤣🤣
@rolex_7224,Chhattisgarh Wale like kro 😂😂😂
@Krishna-yi6dj,"man i am from CHHATTISHGARH, aur dur sur tak expect nahi kiya tha ki unme se kisi ek naam bhi ye hoga 🤣🤣🤣🤣"
@SHADOW-e3z,Not your type ❤️❤️
@bee3sto,NYT X NETFLIX ❤
@DESIANIMATOR-V,Very nice video aayu ❤❤❤❤
@itsrakshit9511,"Ultimate
🤣🤣🤣"
@snayak2004,Love from chhatishgarh ❣️❣️
@OmPrakash-li8pn,Please bring down subscription prices in India
@monaxbhra,Blastic bhai❤❤❤❤
@pankazchetry9831,why Pankaz 😢
@monaxbhra,😂 op bhai
@nikhilchauhan8432,In this video Netflix got more view than other videos of netflix
@Avadheshkus,Kya Mtlb ki not your type ab bada aadmi ban gaya hai 😎😁😎❣️ love you ayu
@vayuu999,LOVE FROM CHHATTISGARH ❤️
@searchengine2908,Not your type 😁
@aryanankus,Himachal ko kyo toda
@vinayshastryam8066,Writing is good
@thebhupendrakunjam_,I am from Chhattisgarh 😂😅
@tejasjadhav1164,Are ruk na shemde 🤣🤣
@santoshoraon3641,Unexpected Collab ❤️❤️
@Manish-pi7tk,Maja aa gaya 😂😂
@ariyankhan3858,4.03 most 😂😂😂😂
@notyourtypefan7743,I love.your vids bro ❤️
@BasantSingh-xj7ku,Not your type ❣️
@patrick12-e3s,Not your type #
@Desitoons,3:17 ye konsa tarika hai darne ka 😂
@yashvantyadav10031,Chhattisgarh wale like kro❤😍
@hetavpatel9242,Not your type
@technicalkrishna5967,Not you type 😮
@prashidha00,"Mast mai bhai 
love you from Nepal ❤️"
@kamlakshsharma5355,It's a request give a chance to hardtoonz also
@rahuluik15,Wow not your type with Netflix ❤️👍
@yaar_knox,One of the best collab❤
@170-barjunrathod7,Bhai kya Suspense thriller short video tha ek 2 ghante ki movie se bhi behtar ❤😍Maja aa gya. Aur episode mangata hain boss. Netflix Please give him more opportunity to show his talent. We want NYT worldwide famous
@pankajikhe4425,Our boy growing up 😅
@Rohit5931f,You should add a New member Bihar 😂
@PR.07,Bhopal aur chhattisagadh 😂😂😂
@kashifrasheed8552,Not your type army here❤❤
@imfazloyt783,Love you bro
@RohitSharma19985,"This is the Collab we never asked but we deserved.
Edit:- I never knew such a copied comment would get these much likes."
@RohitSharma19985,"This is the Collab we never asked but we deserved.
Edit:- I never knew such a copied comment would get these much likes."
@RohitSharma19985,"This is the Collab we never asked but we deserved.
Edit:- I never knew such a copied comment would get these much likes."
@RohitSharma19985,"This is the Collab we never asked but we deserved.
Edit:- I never knew such a copied comment would get these much likes."
@RohitSharma19985,"This is the Collab we never asked but we deserved.
Edit:- I never knew such a copied comment would get these much likes."
@RohitSharma19985,"This is the Collab we never asked but we deserved.
Edit:- I never knew such a copied comment would get these much likes."
@RohitSharma19985,"This is the Collab we never asked but we deserved.
Edit:- I never knew such a copied comment would get these much likes."
@RohitSharma19985,"This is the Collab we never asked but we deserved.
Edit:- I never knew such a copied comment would get these much likes."
@ckdhruw017,Love from chhattisgarh 😂😂😂😂
@ckdhruw017,Mast hai
@kaushikshende,I am really missing money hiest 😭😭😭😭
@abdulahkhan3508,Best vai best
@Speechesfacts,Isi liye kahi nyt channel pe video kyu nahi aarhi hai 😮
@Meowpyce,"Next Stranger things ?
And Lucifer ❤"
@its_not_aman,Dhoom Machale 🤣
@memer3384,Password 😅
@d.b.cooper_007,Big fan of @Not your type
@allinONE143love,Not your type team ❤❤❤
@tennyson6577,Best Collab ever never expected
@Ryan_G44,password - 101😂
@ftrhere2005,1:56😂😂
@rex_69e,Power of not your type ❤️‍🔥
@imPriyanshu8017,He never disappoints us
@Leviweinderwiess,4:09 khulegi kaise ambuja cement se jo bani hai 🗿🗿
@Yourbestcap,Finally my man getting recognised
@ArbaazKhan-zr9lr,Bhopal op😂😂😂😂😂😂😂
@AyaanGaming2612,Nyt op
@ShaktimanJi,Amritpal Be Like -   Polss Aa Gi Polss😂
@featuregaming527,SOLID I LIKE IT
@pinaksalil1774,3:18 was the best scene 🤣🤣🤣🤣🤣🤣
@LalitKumar-dp6lp,😂😂😂😂😂😂😂😂
@_solo_dancer_9309,Video with zero hates ✋🏻😎❤️❤️
@FRANKING-,😍😍😂😂
@kasifjauwad4869,Money heist in India be like😂😂
@kckiran3902,😅😅
@shekhdilshekh9351,Bhopal 😂
@joinme1365,Sponcer bolte
@zilran_reignx,😂😂😂Laughs from Pakistan
@mdmoyeen9224,Bhai dil jeet liya
@starboy_live,Bhai not your type ab harr jagah! ❤
@pryasbeniwal4286,Ye banda best h
@Vkgaming368,Chhattisgarh op bolte 😂😂😂😂❤❤
@yv11111,Love from himachal
@nehavaishnav2197,😂😂😂😂
@yuvrajgadhavi5578,Wahhhh re not your type 😂😂
@studywithziii7730,not your type is bestest YouTuber ever
@anantaghosh6635,Nice
@Abhishekverma-te6xl,NYT always Rocks 😂
@stxrrynight_09,Can we appreciate how hard NTY worked to achieve this..proud of you buddy✨
@oveshworld800,RESPECT for NOT YOUR TYPE 📈
@AdityaMishra047,Waiting Berlin series
@aarondhilpe1563,Loved it ❤🎉🎉
@snehachowdhury7462,Best ❤😂
@Ammo2311e,Ek no Meri jaan😂❤❤❤
@trs_0.24,Money Hiest To Apna FV ❤️ Hai or Ye Uska Tooney Virsion 😂❤
@kirito_explain,💜💜💜😁
@akshaysoni0305,I am from chattisgarh 😂bro so much love 👍🏻👍🏻❤️
@nasirahmed9579,All time best❤
@All_IN_ONE125,"Bro Such a Big Collab 
Best of luck Not your type. ❤"
@noob2pro148,Epic not your type 😂😂
@showdownist,Wait wait wait..... He got a job in Netflix??
@CoolPoolYT,Proud moment for NYT💙💙Success 💯
@abhirajdey7194,So happy for Not Your Type!!!!
@ClashBoy-nw5wb,Broo you are in Netflix ❤❤
@raigod1153,❤😂
@ItSLOFIֆօռ,Next part please 😂😂
@KillerGamingShots,Ntt the awesome ❤
@arpanchy1338,We need a separate Netflix series of NOTYOURTYPE.
@Nowbunnyishere,Chhattisgarh wale 😂👌
@madmax.here1,❤
@animeboy..,Not your type rocks 🎉
@Sadknightmusic,😂😂
@KomalVerma-wr3sd,👌👌👌👌😀😀😀
@Saumyadeep-h3y,Not your type means full of fun 😂 .....
@VaibhavShewale,notyourtype ki khub kamae hue
@JoblessGourmet,"❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥
Not Your Type And RG Bucket List"
@hiteshhalawat1276,Not your type love from chhattisgarh ❤
@sabbuhusain9803,Spartacus movie Hindi dubbed update
@jaykale4132,NYT is the best
@vinitpitaliya4013,I'm so happy
@Albertmgzm,Not your type deserve more subscriber than R.G
@vardangaming7498,End like thanivu
@57393,bro gjb  need unlimited  part  of this series
@anjumkhan9444,Ab tum yaha aagaya chal apna chanal par kab video upload kare gae
@rajadutta7770,😂😂😂😂
@cidgamer5878,N y t on  Netflix 😮❤🎉
@arshnoormawani,Omg ultimate unexpected collaboration!☺😎😮❤❤!!!
@sanchitkumar2471,Waah 😃 Not Your Type 👌👌 k sath Collab
@geniusboy99,❤
@geniusboy99,❤
@weby898,Not your type never disappoint me ❤
@geniusboy99,🎉
@geniusboy99,😂
@geniusboy99,❤
@AjayCycleha,My name pankaj
@manusingh2507,OP collaboration
@Indian7238-o,Real animation of NYT
@mobadxd,Aayu bhai 🙏
@abhicasm,That sniper was hilarious 😂😂
@bhavinbagdariya3586,Love you not you type
@luckykamde,Money hiest tha 1 of the best web series in my life
@zainab49574,Not your type: *our only type* 😎
@MyselfSaagar,"Whoa from 4k (thats when I sub him) subs to Netflix, my bro come a long way.♥️"
@lts_kituu_2009,La case de papel se jyda badiya to not ur type ki 3min ki video thi😂
@Shiva..7781,Great success bhai nyt❤️❤️
@ReenaBiswas-gt3jw,Nyt 🎉🎉🎉🎉🎉
@ayanacharjya7779,🤣🤣🤣❤️❤️❤️
@tarunlahoty1036,My name is also tarun
@LORDaniiket,Only not your lype lovers here
@MellowBeats509,best collab
@Tnk_xd,Not your type never disappoints...
@unigaming5761,Not your typeeee you are not die what make video on your chennel not and you make video in only 10 we do 10M
@sayedali3290,This video Collab is outstanding
@rabi_nation,Not your type is the best. Voice bhi change ki h bhai ne.
@Dhavxl_,Nyt🛐
@Mrleast-1347,🚫
@NirmalaSingh-zo8zw,Frist Collab nyt
@jaydeepvaghela1234,😅😅😅😮😮😮😅😅😂😂😂🎉🎉🎉😂😂🎉🎉😂😂❤❤❤😂😂🎉😢😢😮😮😊😊😊
@hrishabhsuryavanshi,Damm netflix and NYT now about chhattisgarh 🎉
@rhgamin8102,NYT OP🎉🎉
@Amandeep_ludhianvi60,Not your type ❤
@PahadiBillaGuitarLesson,Le Indian Sniper :- Ye chalti kaise hai😅
@st4rkedits,Not your type 🔥🔥
@captainyash,Proud of you man ❤ Netflix tak chala Gaya Mera Bhai☺️
@ZaxBoy8,Aacha tha😂❤
@Vampire.Nights,😂😂😂😂😂😂
@MadanKumar-dp1cx,OP twist bhai more than real money money heist unexpected bro 😵😵
@AkibOfficial,Nice Story 🤣❤
@jitroy1899,Netflix give chance to talents 💖
@maruf.__nsr,Chattisgarhiya sable badhiya🙌🏻🫀
@ritikupadhyay970,Password 101 😂😂😂😂
@alonegamer3197,This is similar to Thuivinu or smtgh I saw that movie in netflix
@vinayraj99,This was  the project of jjjjjt jjojr type
@AmitSharma-dg2qh,I'm from bhopal so bhopal vale like karo ....😂😅🎉
@OpTopiOfficial,❤️‍🔥
@davidchauhan1485,Please dubbed Hindi version of Tale of the Nine Tailed
@namanamrawanshi3168,Sahi hai sahi hai 😆
@Itisluffy,Not your type is best ❤❤
@aritrabanik828,I think MH new series BERLIN is coming!
@GamingForgez,Not your type your animation are very cool 😘
@Realityworld108,NOT YOUR TYPE DIFFERENT ANY OTHER ANIMATOR... 😎
@rafid.prince,Supporting not your type from 50k and now my boy is featured in Netflix🥹💖
@abhiscoc,From 10k subscriber to 2 million i have seen you grow from start and today on Netflix channel ggs
@pminvester,Catch-up kaun sa hai or khoon kaun sa hai.. 😂
@ranjitdas3774,Main tab hi sochu ek mahine se video kyu nahi aye
@KnightBLITZ10K,He is like in mind don't have to do the bad drawing because it's netflix
@pranjalsharma3342,Woohhool my favourite youtuber with netflix🎉🎉🎉🎉❤❤ love you nyt
@Naruto_uchiha78,Op forever ♾️
@tarunbeley9510,Are yr mai yaha kaha agya
@CaptainJackSG,Not Your Type Never disappoints❤
@indraneelbayen4012,Bhai mereko sound nahi a rahi
@Music_2886,Himchal😅😅😅ase bhi nam hote h
@cine360_shot,Name + planning + script everything is better than real Money Heist 😂❤
@ultrabeastjay,Keep growing asuuuuu 😊
@DARKGAMER9445,Oh yeh
@avengers2.057,Best bro❤❤❤❤
@lovehub9155,❤❤❤❤
@Roll.n21,Its Funny Heist 🤣
@HIMANSHUSINGH-ex5hj,full ha ha ha video😂😂😂😂
@HIMANSHUSINGH-ex5hj,"not your type , bhaii ,❤❤"
@rohitkurane4294,Op
@samakshyadav1263,Nyt congrats brother so proud of you brother
@Riteshkrpanda,Not your type Collab with Netflix this is crazy
@HIMANSHUSINGH-ex5hj,"ohoooo fulllyy sexxy video ,"
@animationera6009,Happy to see my favourite animator in Netflix ❤❤
@SIDHU00010,U r really too good ❤️
@anontaku1,Abb to ek NYT Universe Animated Series banta hai
@mohitswami2854,Not Your Type finally getting results of our love and his hardwork 😘
@skkarim655,Awesome bro 😎 video @not your type
@k.kshorts447,launda mashoor ho gaya.😄
@namitakumari5660,Thank you thank you thank youuuuuuuuuuuuuu finally!!!...I was really waiting for your video for soooo long😢😙😙😢😢💓💓
@rohitbr8947,I need more minute video atleast 16....
@InFlamedAryan,Bhai NYT Ko 25k se support Kiya aur aaj bhai Netflix Me aagya he ❤❤❤
@mehulrastogi3937,Very nice ❤❤
@dimplerauniyar4826,NYT best ❤❤❤❤❤❤❤
@k2dits,NYT is best🤣proud of you boy..
@marvelnerd9339,once a jebkatra always a jebkatra
@devil-bro88.06,Pick pocket...ghab kattara
@iambarun,Not Your type insane 😂😂
@kushalraut5450,Not your type ✨🙌🏻❤
@priyanshud5,Bas kar hasa hasa ke jahn lega kya.. 😂 😆😂😆😂😆😂😆😂😆
@KRISHMUSICX,"No Bollywood, No Hollywood only watching NYT on Netflix♥♥"
@deepakmishra_,Not your type on fire🔥
@himanshupathak5211,Netflix recognising talent
@KRISHMUSICX,NYT's success feels like our own success.. True Fanbase🥰❤
@mohdshamshiljawed,NYT be like - Jal wa h harama har jagah by the way his voice and content entertain every time he deserves award ❤️
@MrPoptastico,@NetflixIndiaOfficial plz bring Carryminati in one of your video's
@karanmemawat330,The last joke was epic😂😂😂❤
@A2kgamer.99,Amazing video ❤❤
@40fpsgameing,Mera name kiu 😂😂
@Darzi_01,🤣🤣🤣
@tamanna.6999,Jay shree ram 🙏
@janveesingh1415,So funny 🤣🤣
@Tanmayxbrawlxstars,"Pin me pls 
NOT YOUR TYPE SUBSCRIBER❤"
@aryan_fx,Kon kon chhattisgarh se hai ❤❤ Mai Hu cg se
@beatswithayushmsn5910,Jod animation
@bherulal538,Processor 😂😂😂
@TarunChoudhary661,Berlin and nairobi fans like here ❤️❤️😭
@tecklevel5236,Not you type tari video ka intzar kar rha tha or tu yaha kya kar rha hai 😭😭
@tarunrajput8957,"Bhai dil se respect, lekin yrr animation style kyu badla"
@sudipsardar1999,Nooot yoooour tyyyyypeee 🤩😍🥰
@shadygaminger7790,0:47 tu bhi mujhe bheed me mar Raha  tha 😂😂😂😂
@SadmanSaqib517,My man NYT going places ❣ Super proud of you 🙌
@lostperson21,Love nyt want more videos of  him on this channel❤❤❤
@puchkag.p6459,4:06 only legends know from where the sound effect is
@Razzak_0069,NOT YOUR TYPE PAPIII👍
@relax_yourmind1,Ye video itni veg he ki isey salad samajh ke kha bhi saktey hein😂
@fantasticgamersYT54,Bhai tu diserve krta hai Netflix ke sath collab
@Sankya_jadhav,I am just happy to see my brother is with Netflix congratulations @notyourtype ❤❤🎉
@asifulislam9870,Not your type never disepoit
@nikhilguptaAFMC,"bestest collab 
netflix X nyt❤❤❤❤🎉🎉🎉😊😊😊"
@Harsh_Agrawall,Chhattisgarh Fans like here ❤❤❤
@HARSHXFF07,😂
@illhelpyoudude,main thode din pehale soch hi raha tha ki NYT and Netflix ka collab ho jaaye to maja aa jaayega ...and dekho ho bhi gaya
@rx.official1302,Yarr bro bhut din se wait karaha teri video ke liye 😊❤❤
@pankajmazumder3209,Pankaj wale like karoo. 😢😢
@Xenshi01,Mera nam bhi pankaj he
@BOKua_AKio.7,Not your type force like to comment
@iamjim1572,We want rg next
@indianmemer7976,God level script ❤
@parijatdeysarker3917,"nothing much
just enjoying my type of money heist:3"
@tldeepakgamer690,THIS IS MONEY HEIST PARODY OR WHAT
@p.samirrao6844,Bhai ham Chattisgarh se hai 🥺🤣❤️
@anunaybhtt,"Bhopal, CG, Himachal... names of thieves 😂😂😂"
@atharvsingh501,Those people who watched money heist will have more fun😂😂
@beingsurfers,Money heist Collab with r2h team ❤❤
@mdsadik1661,Awesome yaar maza aagaya 🔥🔥😁🤣😂
@adityashelke7692,underrated
@devchoudhary1462,Another level comedy🤣🤣🤣
@negxoyt,🐧😂🤣😂
@unknown17651,Ruk na shemde 😂😂😂😂
@shohirano3385,Iss money hiest ke charactor mujhe Berlin ko chhod ke zayada badiya lage because Tokyo to bekar hain bilkul
@Anon_212,Bahut badhiya Bhai...
@girgit_yt69,Not Your Type Netflix ❤😍
@hughie_hu,Didn't expect this collab..awesome  video..
@trbbbbb1,😂😂😂
@soundvives69,love this collab
@IMMORTAL999.,My name is pankaj 😅
@dhruvasaptarshi1291,We want an entire series animated in notyourtype animation style.
@vivekd005,"What a brilliant of marketing, kudos to Netflix India"
@puja2515,Not your type always rocks🤣
@STORY_short111,Animation style 15 baar change hua or majja ayya
@mrfaroff_editz,Apna bntai bda aadmi bn gya re......
@jhinga3975,Excellent
@Rz.GAMERS89,i Love you ❤
@jhonkimdon7718,only netflix knows what real talent is 😘😘😘NYT x Netflix
@ArjunSingh-pq8ce,Actually this better than money heist🤣🤣🤣🤣 iski pacing bahut tej thi but 🧐BERLIN kidhr hai
@TwoBottomFury,I m just cry to see this funny vifeoo😅😅😅😅😅😅😅 lollll
@bsh-spidey,very funny😂😂😂
@piusaura,Gazab 🔥
@IntrovertGamings,Proud of You Man🫀♥️
@Fuzzy-jil3,Pankaj??
@shubhh01,Unexpected colleb Ever😎🔥🔥
@mightycannon1512,Unexpected  plot twist ngl lol
@shresth_yt,5:20 tau ki ankh 😂😂😂
@vatsalmakawana3764,I never imagined or neither you did that you will come this far! all the best for the future keep growing
@Ahanaf035,- Netflix got real talent 🔥!
@amazingsk414,"Bhai ""BHOPAL"" ka name bhi sahi se le lete , Dil se bura lagta hai 😁😁😅😅"
@kasswala,Greatestic ❤❤🤩🤩
@ExtraWithAditya,that's great seeing NOT YOUR TYPE become such a big YouTube
@RandomRelatablesYT,Nice 👍👍
@sahilsidhu4432,3:30 oye pols agi pols
@hrithikchoudhary9793,😂😂😂😂😂😂😂
@evildeepgaming9724,Wah @not your type wah
@aryanrangare318,Mein to bolta hun movies ki story india ke animation youtubers se likhvani chahiye bhut paisa ayenaga
@mishramantu765,Unnoticed password is 69
@Toxic___2,3:42😂😂😂
@motopia-5674,Is liye ye itni din se gayab tha
@Art-w1y8t,🤣🤣🤣
@shinchan_im2703,Great💫 colleb with NETFLIX🤣
@littlebite24,"च्या माईला राजू ... 
लगता है किसी दुसरे की खोली में 
आ गये रै बाबा 😅 !"
@pawanbedwal5553,Not your type Script or Animation &Voice makes💯% quality content ❤
@dilipnayak3784,"Love from chhattisgarh ❤️
✌🏻"
@deepaknayadu3119,Hindi may Nahin Hai
@SoyCityy,❤
@FeeD_eDiTz-57,😂🎉
@abuhoraiya4990,"Animation was great 
And script is always funny"
@picsedit5536,It's better than the original money heist
@AbishekChowdhury,Mind blowing..
@piyushextra,Hard work ha bhai ka❤
@devrai4665,Full support of not my bro
@manthan-00q,❤
@MeharRizwanWrites,NOT YOUR TYPE ginda bad
@gourishankarmohanta5225,😂
@t1goku_0,N X T L V L 🗿
@rahul_9-5,Not your types best 💝💝💝
@maanas_sehgal,Not your type is the best animation creator❤
@shubhambhardwaj6669,Oh yeah 👍 not your type is here❤️
@loadedgamingff9456,NYT Always OP
@Nix267,Collab🥺
@AWiseman...4u,"Literally I never watch Money Heist before but now NYT grabbed my attention, force me to watch by this kind of collab video now I really want to watch it and love u NYT ❤"
@Roymiller2699,Who want all 5 season?😂
@NOOBRIDER0,Short clip se Netflix ka Safar gone so far hats off to the Hard work 🎉@notyourtype
@BG_KnownBoy37,Yas collab 😂😅😊😊😊😊❤❤
@aarush926,Dream is became ture
@TheChamp04,Not your type is amazing
@virendra_awase,Superrbb😂😂😂
@SachinYadav-jb4nz,Love form chhattisgarh❤
@PpPuPuSigma,Password 101
@TheSaneCreator,Yae toh Dhoom 3 bhi mix hai😂😂😂
@botflag4884,Bhai kaha the itne time se❤
@Lilshazzi,😂
@Balnunumaxxing,RG crying in corner😂
@emon_6981,The best Collab ever
@mirror_boy_x1,Not your type op 😂🤣🤣❤❤❤
@piyushsinghrajput9245,Iski bhenki itna bada twist 🤯😱
@suprafc006,🤣🤣
@yashchoudhary6117,proud to see the animators getting share of what they deserve.
@jphadiyal365,Mast 🔥❤️
@The47_gaming,2:35 mumbai wala😂😂😂😂
@akusunny8323,Super 😂
@iamop155,Bro I am also from chhattisgarh
@Stars-1230,❤❤
@ragnoronetap9286,Not Your Type team is op.......
@jaygupta2150,My name is pankaj 😂
